ANNEE;INSEE;COMMUNE;SINISTRE
"2011";"68361";"WEGSCHEID";"CHUTE D'AVION"
"2011";"68362";"WENTZWILLER";"CHUTE D'AVION"
"2011";"68290";"RUSTENHART";"CHUTE D'AVION"
"2011";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68351";"VOGELGRUN";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68195";"LUTTERBACH";"CHUTE D'AVION"
"2011";"68056";"BRUNSTATT";"CHUTE D'AVION"
"2011";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68099";"FROENINGEN";"CHUTE D'AVION"
"2011";"68095";"FORTSCHWIHR";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68330";"STRUETH";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68023";"BEBLENHEIM";"CHUTE D'AVION"
"2011";"68320";"SPECHBACH-LE-HAUT";"CHUTE D'AVION"
"2011";"68140";"STEINBACH";"CHUTE D'AVION"
"2011";"68231";"NEUF-BRISACH";"CHUTE D'AVION"
"2011";"68318";"SOULTZMATT";"CHUTE D'AVION"
"2011";"68294";"SAINTE-CROIX-AUX-MINES";"CHUTE D'AVION"
"2011";"68036";"BIESHEIM";"CHUTE D'AVION"
"2011";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2011";"68355";"WALDIGHOFEN";"CHUTE D'AVION"
"2011";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2011";"68171";"KRUTH";"CHUTE D'AVION"
"2011";"68229";"MURBACH";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68302";"SCHWEIGHOUSE-THANN";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68106";"GOLDBACH-ALTENBACH";"CHUTE D'AVION"
"2011";"68243";"OBERLARG";"CHUTE D'AVION"
"2011";"68366";"WICKERSCHWIHR";"CHUTE D'AVION"
"2011";"68353";"WAHLBACH";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68288";"RUEDERBACH";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68310";"SIGOLSHEIM";"CHUTE D'AVION"
"2011";"68097";"FRELAND";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68045";"BOURBACH-LE-BAS";"CHUTE D'AVION"
"2011";"68191";"LUEMSCHWILLER";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68300";"SAUSHEIM";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68327";"STETTEN";"CHUTE D'AVION"
"2011";"68334";"THANN";"CHUTE D'AVION"
"2011";"68315";"SOULTZ-HAUT-RHIN";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2011";"68347";"VIEUX-FERRETTE";"CHUTE D'AVION"
"2011";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2011";"68192";"VALDIEU-LUTRAN";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2011";"68307";"SEWEN";"CHUTE D'AVION"
"2011";"68100";"FULLEREN";"CHUTE D'AVION"
"2011";"68279";"RODEREN";"CHUTE D'AVION"
"2011";"68192";"VALDIEU-LUTRAN";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68311";"SONDERNACH";"CHUTE D'AVION"
"2011";"68213";"MOLLAU";"CHUTE D'AVION"
"2011";"68229";"MURBACH";"CHUTE D'AVION"
"2011";"68179";"LAUW";"CHUTE D'AVION"
"2011";"68128";"HEIMERSDORF";"CHUTE D'AVION"
"2011";"68018";"BALSCHWILLER";"CHUTE D'AVION"
"2011";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68224";"MULHOUSE";"CHUTE D'AVION"
"2011";"68192";"VALDIEU-LUTRAN";"CHUTE D'AVION"
"2011";"68318";"SOULTZMATT";"CHUTE D'AVION"
"2011";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2011";"68333";"TAGSDORF";"CHUTE D'AVION"
"2011";"68327";"STETTEN";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68133";"HENFLINGEN";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68345";"URSCHENHEIM";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2011";"68100";"FULLEREN";"CHUTE D'AVION"
"2011";"68129";"HEIMSBRUNN";"CHUTE D'AVION"
"2011";"68126";"HEGENHEIM";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68033";"BETTENDORF";"CHUTE D'AVION"
"2011";"68247";"ODEREN";"CHUTE D'AVION"
"2011";"68202";"MERTZEN";"CHUTE D'AVION"
"2011";"68179";"LAUW";"CHUTE D'AVION"
"2011";"68213";"MOLLAU";"CHUTE D'AVION"
"2011";"68018";"BALSCHWILLER";"CHUTE D'AVION"
"2011";"68120";"HAGENTHAL-LE-BAS";"CHUTE D'AVION"
"2011";"68106";"GOLDBACH-ALTENBACH";"CHUTE D'AVION"
"2011";"68288";"RUEDERBACH";"CHUTE D'AVION"
"2011";"68106";"GOLDBACH-ALTENBACH";"CHUTE D'AVION"
"2011";"68010";"ASPACH";"CHUTE D'AVION"
"2011";"68228";"MUNWILLER";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68353";"WAHLBACH";"CHUTE D'AVION"
"2011";"68255";"PFAFFENHEIM";"CHUTE D'AVION"
"2011";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68102";"GEISHOUSE";"CHUTE D'AVION"
"2011";"68284";"ROPPENTZWILLER";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68306";"SEPPOIS-LE-HAUT";"CHUTE D'AVION"
"2011";"68213";"MOLLAU";"CHUTE D'AVION"
"2011";"68028";"BERGHEIM";"CHUTE D'AVION"
"2011";"68016";"BALGAU";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68290";"RUSTENHART";"CHUTE D'AVION"
"2011";"68330";"STRUETH";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68303";"SCHWOBEN";"CHUTE D'AVION"
"2011";"68229";"MURBACH";"CHUTE D'AVION"
"2011";"68164";"KIENTZHEIM";"CHUTE D'AVION"
"2011";"68179";"LAUW";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68056";"BRUNSTATT";"CHUTE D'AVION"
"2011";"68315";"SOULTZ-HAUT-RHIN";"CHUTE D'AVION"
"2011";"68344";"URBES";"CHUTE D'AVION"
"2011";"68087";"FELDBACH";"CHUTE D'AVION"
"2011";"68001";"ALGOLSHEIM";"CHUTE D'AVION"
"2011";"68066";"COLMAR";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2011";"68077";"EGLINGEN";"CHUTE D'AVION"
"2011";"68225";"MUNCHHOUSE";"CHUTE D'AVION"
"2011";"68039";"BISEL";"CHUTE D'AVION"
"2011";"68202";"MERTZEN";"CHUTE D'AVION"
"2011";"68113";"GUEMAR";"CHUTE D'AVION"
"2011";"68040";"BITSCHWILLER-LES-THANN";"CHUTE D'AVION"
"2011";"68066";"COLMAR";"CHUTE D'AVION"
"2011";"68045";"BOURBACH-LE-BAS";"CHUTE D'AVION"
"2011";"68275";"RIMBACH-PRES-MASEVAUX";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68186";"LIGSDORF";"CHUTE D'AVION"
"2011";"68331";"SUNDHOFFEN";"CHUTE D'AVION"
"2011";"68023";"BEBLENHEIM";"CHUTE D'AVION"
"2011";"68222";"MUESPACH-LE-HAUT";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68180";"LEIMBACH";"CHUTE D'AVION"
"2011";"68033";"BETTENDORF";"CHUTE D'AVION"
"2011";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2011";"68344";"URBES";"CHUTE D'AVION"
"2011";"68320";"SPECHBACH-LE-HAUT";"CHUTE D'AVION"
"2011";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2011";"68288";"RUEDERBACH";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68181";"LEVONCOURT";"CHUTE D'AVION"
"2011";"68095";"FORTSCHWIHR";"CHUTE D'AVION"
"2011";"68314";"SOPPE-LE-HAUT";"CHUTE D'AVION"
"2011";"68089";"FELLERING";"CHUTE D'AVION"
"2011";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2011";"68249";"ORBEY";"CHUTE D'AVION"
"2011";"68315";"SOULTZ-HAUT-RHIN";"CHUTE D'AVION"
"2011";"68213";"MOLLAU";"CHUTE D'AVION"
"2011";"68239";"OBERBRUCK";"CHUTE D'AVION"
"2011";"68023";"BEBLENHEIM";"CHUTE D'AVION"
"2011";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68274";"RIMBACH-PRES-GUEBWILLER";"CHUTE D'AVION"
"2011";"68243";"OBERLARG";"CHUTE D'AVION"
"2011";"68318";"SOULTZMATT";"CHUTE D'AVION"
"2011";"68033";"BETTENDORF";"CHUTE D'AVION"
"2011";"68089";"FELLERING";"CHUTE D'AVION"
"2011";"68128";"HEIMERSDORF";"CHUTE D'AVION"
"2011";"68353";"WAHLBACH";"CHUTE D'AVION"
"2011";"68056";"BRUNSTATT";"CHUTE D'AVION"
"2011";"68169";"KOESTLACH";"CHUTE D'AVION"
"2011";"68336";"TRAUBACH-LE-BAS";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68045";"BOURBACH-LE-BAS";"CHUTE D'AVION"
"2011";"68196";"MAGNY";"CHUTE D'AVION"
"2011";"68330";"STRUETH";"CHUTE D'AVION"
"2011";"68361";"WEGSCHEID";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68289";"RUELISHEIM";"CHUTE D'AVION"
"2011";"68330";"STRUETH";"CHUTE D'AVION"
"2011";"68367";"WIDENSOLEN";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68131";"HEIWILLER";"CHUTE D'AVION"
"2011";"68074";"DURLINSDORF";"CHUTE D'AVION"
"2011";"68213";"MOLLAU";"CHUTE D'AVION"
"2011";"68195";"LUTTERBACH";"CHUTE D'AVION"
"2011";"68126";"HEGENHEIM";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68095";"FORTSCHWIHR";"CHUTE D'AVION"
"2011";"68327";"STETTEN";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68367";"WIDENSOLEN";"CHUTE D'AVION"
"2011";"68302";"SCHWEIGHOUSE-THANN";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2011";"68141";"HOCHSTATT";"CHUTE D'AVION"
"2011";"68183";"LIEBENSWILLER";"CHUTE D'AVION"
"2011";"68374";"WINTZENHEIM";"CHUTE D'AVION"
"2011";"68353";"WAHLBACH";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68378";"WOLFERSDORF";"CHUTE D'AVION"
"2011";"68132";"HELFRANTZKIRCH";"CHUTE D'AVION"
"2011";"68014";"AUBURE";"CHUTE D'AVION"
"2011";"68382";"ZAESSINGUE";"CHUTE D'AVION"
"2011";"68106";"GOLDBACH-ALTENBACH";"CHUTE D'AVION"
"2011";"68204";"METZERAL";"CHUTE D'AVION"
"2011";"68210";"MITTLACH";"CHUTE D'AVION"
"2011";"68151";"HUSSEREN-WESSERLING";"CHUTE D'AVION"
"2011";"68362";"WENTZWILLER";"CHUTE D'AVION"
"2011";"68288";"RUEDERBACH";"CHUTE D'AVION"
"2011";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2011";"68122";"HARTMANNSWILLER";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68141";"HOCHSTATT";"CHUTE D'AVION"
"2011";"68016";"BALGAU";"CHUTE D'AVION"
"2011";"68125";"HECKEN";"CHUTE D'AVION"
"2011";"68224";"MULHOUSE";"CHUTE D'AVION"
"2011";"68362";"WENTZWILLER";"CHUTE D'AVION"
"2011";"68337";"TRAUBACH-LE-HAUT";"CHUTE D'AVION"
"2011";"68125";"HECKEN";"CHUTE D'AVION"
"2011";"68155";"INGERSHEIM";"CHUTE D'AVION"
"2011";"68123";"HATTSTATT";"CHUTE D'AVION"
"2011";"68155";"INGERSHEIM";"CHUTE D'AVION"
"2011";"68077";"EGLINGEN";"CHUTE D'AVION"
"2011";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68250";"ORSCHWIHR";"CHUTE D'AVION"
"2011";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2011";"68016";"BALGAU";"CHUTE D'AVION"
"2011";"68195";"LUTTERBACH";"CHUTE D'AVION"
"2011";"68169";"KOESTLACH";"CHUTE D'AVION"
"2011";"68128";"HEIMERSDORF";"CHUTE D'AVION"
"2011";"68327";"STETTEN";"CHUTE D'AVION"
"2011";"68355";"WALDIGHOFEN";"CHUTE D'AVION"
"2011";"68172";"KUNHEIM";"CHUTE D'AVION"
"2011";"68104";"GEISWASSER";"CHUTE D'AVION"
"2011";"68344";"URBES";"CHUTE D'AVION"
"2011";"68228";"MUNWILLER";"CHUTE D'AVION"
"2011";"68065";"CHAVANNES-SUR-L'ETANG";"CHUTE D'AVION"
"2011";"68249";"ORBEY";"CHUTE D'AVION"
"2011";"68095";"FORTSCHWIHR";"CHUTE D'AVION"
"2011";"68033";"BETTENDORF";"CHUTE D'AVION"
"2011";"68091";"FESSENHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68058";"BUHL";"CHUTE D'AVION"
"2011";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2011";"68362";"WENTZWILLER";"CHUTE D'AVION"
"2011";"68210";"MITTLACH";"CHUTE D'AVION"
"2011";"68327";"STETTEN";"CHUTE D'AVION"
"2011";"68344";"URBES";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68316";"SOULTZBACH-LES-BAINS";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68126";"HEGENHEIM";"CHUTE D'AVION"
"2011";"68228";"MUNWILLER";"CHUTE D'AVION"
"2011";"68023";"BEBLENHEIM";"CHUTE D'AVION"
"2011";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2011";"68122";"HARTMANNSWILLER";"CHUTE D'AVION"
"2011";"68152";"ILLFURTH";"CHUTE D'AVION"
"2011";"68123";"HATTSTATT";"CHUTE D'AVION"
"2011";"68132";"HELFRANTZKIRCH";"CHUTE D'AVION"
"2011";"68111";"GUEBERSCHWIHR";"CHUTE D'AVION"
"2011";"68008";"APPENWIHR";"CHUTE D'AVION"
"2011";"68381";"WUENHEIM";"CHUTE D'AVION"
"2011";"68041";"BLODELSHEIM";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2011";"68060";"BURNHAUPT-LE-HAUT";"CHUTE D'AVION"
"2011";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2011";"68288";"RUEDERBACH";"CHUTE D'AVION"
"2011";"68106";"GOLDBACH-ALTENBACH";"CHUTE D'AVION"
"2011";"68266";"REGUISHEIM";"CHUTE D'AVION"
"2011";"68196";"MAGNY";"CHUTE D'AVION"
"2011";"68169";"KOESTLACH";"CHUTE D'AVION"
"2011";"68171";"KRUTH";"CHUTE D'AVION"
"2011";"68281";"ROGGENHOUSE";"CHUTE D'AVION"
"2011";"68384";"ZILLISHEIM";"CHUTE D'AVION"
"2011";"68045";"BOURBACH-LE-BAS";"CHUTE D'AVION"
"2011";"68314";"SOPPE-LE-HAUT";"CHUTE D'AVION"
"2011";"68229";"MURBACH";"CHUTE D'AVION"
"2011";"68126";"HEGENHEIM";"CHUTE D'AVION"
"2011";"68117";"GUNSBACH";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68330";"STRUETH";"CHUTE D'AVION"
"2012";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2012";"68362";"WENTZWILLER";"CHUTE D'AVION"
"2012";"68189";"LOGELHEIM";"CHUTE D'AVION"
"2012";"68199";"MALMERSPACH";"CHUTE D'AVION"
"2012";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2012";"68146";"HOUSSEN";"CHUTE D'AVION"
"2012";"68171";"KRUTH";"CHUTE D'AVION"
"2012";"68368";"WIHR-AU-VAL";"CHUTE D'AVION"
"2012";"68240";"OBERDORF";"CHUTE D'AVION"
"2012";"68089";"FELLERING";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68141";"HOCHSTATT";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2012";"68317";"SOULTZEREN";"CHUTE D'AVION"
"2012";"68372";"WILLER-SUR-THUR";"CHUTE D'AVION"
"2012";"68101";"GALFINGUE";"CHUTE D'AVION"
"2012";"68132";"HELFRANTZKIRCH";"CHUTE D'AVION"
"2012";"68129";"HEIMSBRUNN";"CHUTE D'AVION"
"2012";"68109";"GRIESBACH-AU-VAL";"CHUTE D'AVION"
"2012";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2012";"68333";"TAGSDORF";"CHUTE D'AVION"
"2012";"68266";"REGUISHEIM";"CHUTE D'AVION"
"2012";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2012";"68177";"LAUTENBACH";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68132";"HELFRANTZKIRCH";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68175";"NIEDERMORSCHWIHR";"CHUTE D'AVION"
"2012";"68045";"BOURBACH-LE-BAS";"CHUTE D'AVION"
"2012";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2012";"68133";"HENFLINGEN";"CHUTE D'AVION"
"2012";"68333";"TAGSDORF";"CHUTE D'AVION"
"2012";"68152";"ILLFURTH";"CHUTE D'AVION"
"2012";"68330";"STRUETH";"CHUTE D'AVION"
"2012";"68089";"FELLERING";"CHUTE D'AVION"
"2012";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68093";"FLAXLANDEN";"CHUTE D'AVION"
"2012";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2012";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2012";"68079";"ELBACH";"CHUTE D'AVION"
"2012";"68283";"ROMBACH-LE-FRANC";"CHUTE D'AVION"
"2012";"68060";"BURNHAUPT-LE-HAUT";"CHUTE D'AVION"
"2012";"68214";"MONTREUX-JEUNE";"CHUTE D'AVION"
"2012";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2012";"68040";"BITSCHWILLER-LES-THANN";"CHUTE D'AVION"
"2012";"68155";"INGERSHEIM";"CHUTE D'AVION"
"2012";"68353";"WAHLBACH";"CHUTE D'AVION"
"2012";"68088";"FELDKIRCH";"CHUTE D'AVION"
"2012";"68164";"KIENTZHEIM";"CHUTE D'AVION"
"2012";"68179";"LAUW";"CHUTE D'AVION"
"2012";"68330";"STRUETH";"CHUTE D'AVION"
"2012";"68086";"FALKWILLER";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68249";"ORBEY";"CHUTE D'AVION"
"2012";"68155";"INGERSHEIM";"CHUTE D'AVION"
"2012";"68041";"BLODELSHEIM";"CHUTE D'AVION"
"2012";"68249";"ORBEY";"CHUTE D'AVION"
"2012";"68189";"LOGELHEIM";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68281";"ROGGENHOUSE";"CHUTE D'AVION"
"2012";"68060";"BURNHAUPT-LE-HAUT";"CHUTE D'AVION"
"2012";"68010";"ASPACH";"CHUTE D'AVION"
"2012";"68244";"OBERMORSCHWIHR";"CHUTE D'AVION"
"2012";"68229";"MURBACH";"CHUTE D'AVION"
"2012";"68195";"LUTTERBACH";"CHUTE D'AVION"
"2012";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68089";"FELLERING";"CHUTE D'AVION"
"2012";"68136";"HETTENSCHLAG";"CHUTE D'AVION"
"2012";"68023";"BEBLENHEIM";"CHUTE D'AVION"
"2012";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2012";"68228";"MUNWILLER";"CHUTE D'AVION"
"2012";"68181";"LEVONCOURT";"CHUTE D'AVION"
"2012";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2012";"68292";"SAINT-AMARIN";"CHUTE D'AVION"
"2012";"68134";"WATTWILLER";"CHUTE D'AVION"
"2012";"68267";"REININGUE";"CHUTE D'AVION"
"2012";"68056";"BRUNSTATT";"CHUTE D'AVION"
"2012";"68333";"TAGSDORF";"CHUTE D'AVION"
"2012";"68266";"REGUISHEIM";"CHUTE D'AVION"
"2012";"68128";"MULHOUSE";"CHUTE D'AVION"
"2012";"68240";"OBERDORF";"CHUTE D'AVION"
"2012";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2012";"68255";"PFAFFENHEIM";"CHUTE D'AVION"
"2012";"68113";"GUEMAR";"CHUTE D'AVION"
"2012";"68078";"EGUISHEIM";"CHUTE D'AVION"
"2012";"68131";"HEIWILLER";"CHUTE D'AVION"
"2012";"68348";"VIEUX-THANN";"CHUTE D'AVION"
"2012";"68287";"ROUFFACH";"CHUTE D'AVION"
"2012";"68019";"BALTZENHEIM";"CHUTE D'AVION"
"2012";"68066";"COLMAR";"CHUTE D'AVION"
"2012";"68156";"ISSENHEIM";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68275";"RIMBACH-PRES-MASEVAUX";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68333";"TAGSDORF";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68041";"BLODELSHEIM";"CHUTE D'AVION"
"2012";"68040";"BITSCHWILLER-LES-THANN";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68216";"MOOSLARGUE";"CHUTE D'AVION"
"2012";"68222";"MUESPACH-LE-HAUT";"CHUTE D'AVION"
"2012";"68338";"TURCKHEIM";"CHUTE D'AVION"
"2012";"68029";"BERGHOLTZ";"CHUTE D'AVION"
"2012";"68033";"BETTENDORF";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2012";"68004";"ALTKIRCH";"CHUTE D'AVION"
"2012";"68353";"WAHLBACH";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68010";"ASPACH";"CHUTE D'AVION"
"2012";"68289";"RUELISHEIM";"CHUTE D'AVION"
"2012";"68176";"LARGITZEN";"CHUTE D'AVION"
"2012";"68327";"STETTEN";"CHUTE D'AVION"
"2012";"68132";"HELFRANTZKIRCH";"CHUTE D'AVION"
"2012";"68272";"RIEDWIHR";"CHUTE D'AVION"
"2012";"68240";"OBERDORF";"CHUTE D'AVION"
"2012";"68139";"HIRTZBACH";"CHUTE D'AVION"
"2012";"68214";"MONTREUX-JEUNE";"CHUTE D'AVION"
"2012";"68193";"LUTTENBACH-PRES-MUNSTER";"CHUTE D'AVION"
"2012";"68300";"SAUSHEIM";"CHUTE D'AVION"
"2012";"68033";"BETTENDORF";"CHUTE D'AVION"
"2012";"68131";"HEIWILLER";"CHUTE D'AVION"
"2012";"68128";"HEIMERSDORF";"CHUTE D'AVION"
"2012";"68214";"MONTREUX-JEUNE";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68322";"STEINBACH";"CHUTE D'AVION"
"2012";"68128";"HEIMERSDORF";"CHUTE D'AVION"
"2012";"68210";"MITTLACH";"CHUTE D'AVION"
"2012";"68381";"WUENHEIM";"CHUTE D'AVION"
"2012";"68344";"URBES";"CHUTE D'AVION"
"2012";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2012";"68214";"MONTREUX-JEUNE";"CHUTE D'AVION"
"2012";"68039";"BISEL";"CHUTE D'AVION"
"2012";"68242";"OBERHERGHEIM";"CHUTE D'AVION"
"2012";"68298";"SAINTE-MARIE-AUX-MINES";"CHUTE D'AVION"
"2012";"68029";"BERGHOLTZ";"CHUTE D'AVION"
