dpt_code;dpt_libelle;dpt_latitude;dpt_longitude
02;AISNE;48.979687;3.2298062
02;AISNE;48.98842;3.2291512
02;AISNE;48.987328;3.2248173
02;AISNE;48.990456;3.2232733
02;AISNE;48.993786;3.2092907
02;AISNE;48.996708;3.208929
02;AISNE;49.005787;3.1989748
02;AISNE;49.012497;3.1715565
02;AISNE;49.019943;3.1629877
02;AISNE;49.02625;3.1634028
02;AISNE;49.031406;3.1765234
02;AISNE;49.044277;3.1810935
02;AISNE;49.04672;3.1905937
02;AISNE;49.04997;3.1906474
02;AISNE;49.05614;3.180836
02;AISNE;49.062164;3.1816866
02;AISNE;49.065483;3.1800313
02;AISNE;49.0769;3.167852
02;AISNE;49.080406;3.1586607
02;AISNE;49.099655;3.1652074
02;AISNE;49.099293;3.160208
02;AISNE;49.101765;3.145712
02;AISNE;49.106396;3.1385715
02;AISNE;49.107227;3.1241038
02;AISNE;49.109085;3.1215863
02;AISNE;49.10688;3.1152568
02;AISNE;49.112892;3.079785
02;AISNE;49.117554;3.0718572
02;AISNE;49.12206;3.0770009
02;AISNE;49.12321;3.0870528
02;AISNE;49.128986;3.0929973
02;AISNE;49.142097;3.093888
02;AISNE;49.13554;3.1052403
02;AISNE;49.13626;3.1133993
02;AISNE;49.138664;3.1168592
02;AISNE;49.1411;3.1134996
02;AISNE;49.146122;3.1070826
02;AISNE;49.145065;3.1270385
02;AISNE;49.14851;3.126761
02;AISNE;49.15741;3.1422553
02;AISNE;49.161766;3.1373374
02;AISNE;49.162193;3.126846
02;AISNE;49.167557;3.1135142
02;AISNE;49.190765;3.1145358
02;AISNE;49.197304;3.1024182
02;AISNE;49.172993;3.086667
02;AISNE;49.157166;3.0942597
02;AISNE;49.162804;3.0837116
02;AISNE;49.165916;3.0814395
02;AISNE;49.186188;3.0854745
02;AISNE;49.192635;3.0819201
02;AISNE;49.195694;3.0727386
02;AISNE;49.19278;3.06321
02;AISNE;49.19525;3.060064
02;AISNE;49.204075;3.061134
02;AISNE;49.20662;3.052119
02;AISNE;49.20904;3.0434034
02;AISNE;49.205776;3.0348153
02;AISNE;49.21218;3.0308013
02;AISNE;49.216305;3.0165102
02;AISNE;49.215023;3.006111
02;AISNE;49.213326;3.0014942
02;AISNE;49.210423;2.9985905
02;AISNE;49.196728;3.0004575
02;AISNE;49.18708;3.0061867
02;AISNE;49.190205;3.025406
02;AISNE;49.18389;3.0297763
02;AISNE;49.18361;3.0350497
02;AISNE;49.180687;3.035723
02;AISNE;49.16921;3.0378695
02;AISNE;49.170025;3.0270822
02;AISNE;49.17057;3.021704
02;AISNE;49.18;3.015977
02;AISNE;49.19198;2.9916637
